Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
5,0,38,0,166,0,44,3,1,1,30,547.76,0,225.46666666666667
0,0,29,1,32,196,13,2,2,1,25,932.49,0,18.166666666666668
11,0,40,0,17,15,2,3,1,2,30,101.28,1,16.916666666666668
2,0,40,0,91,10,14,2,1,1,25,305.28,0,94.88333333333334
9,0,38,0,18,28,19,3,1,2,30,154.24,1,17.3
5,0,32,0,20,36,9,4,1,2,45,117.625,0,18.083333333333332
16,1,41,0,58,52,38,4,1,2,45,200.275,1,45.88333333333333
0,1,32,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,20,0,0,4,0,4,1,2,45,10.0,0,0.0
18,0,24,5,61,53,27,4,2,1,45,219.475,0,56.96666666666667
0,0,31,0,0,0,0,5,1,1,55,0.0,0,0.0
7,0,12,2,43,21,15,3,1,1,30,196.64,0,46.21666666666667
0,0,31,0,83,0,9,2,1,1,25,256.32,0,93.55
14,0,39,2,161,27,52,4,1,1,45,370.525,0,199.33333333333334
1,0,37,1,31,32,10,4,1,1,45,125.35,0,29.716666666666665
0,0,16,0,20,21,12,2,1,1,25,157.95,0,23.166666666666668
0,0,36,0,21,476,6,3,1,1,30,2016.44,0,46.5
9,0,30,3,48,232,17,3,2,1,30,999.32,0,28.916666666666668
10,0,16,3,46,40,22,3,1,1,30,283.52,0,50.7
1,0,30,0,63,93,34,2,1,1,25,709.92,0,106.88333333333334
20,0,35,1,213,15,26,2,1,1,25,739.485,0,245.33333333333334
6,0,42,0,10,17,8,3,1,2,30,89.12,1,8.633333333333333
1,0,36,0,64,0,12,2,1,1,25,177.255,0,64.58333333333333
0,0,36,0,33,278,16,3,1,1,30,1195.52,0,34.25
20,0,19,2,180,85,44,5,1,1,55,269.67,0,154.96666666666667
28,0,41,9,107,19,49,5,2,1,55,193.905,0,182.0
7,0,37,3,96,207,41,3,1,1,30,1115.84,0,118.33333333333333
6,0,38,1,149,0,49,4,1,1,45,280.225,0,184.33333333333334
5,0,34,1,29,7,4,4,1,1,45,65.55,0,31.55
18,0,43,3,131,159,49,3,1,1,30,1016.24,0,156.25
11,0,37,2,118,142,43,3,1,1,30,927.52,0,147.83333333333334
7,1,30,0,35,1,15,2,1,2,25,140.625,1,49.833333333333336
6,0,37,2,15,12,2,5,1,1,55,33.945,0,17.466666666666665
5,0,39,0,178,153,32,2,1,1,25,1383.21,0,254.33333333333334
0,0,7,0,13,0,5,2,1,1,25,53.775,1,19.7
5,0,42,0,17,24,10,4,1,2,45,82.625,1,14.8
7,1,9,3,29,21,22,3,1,1,30,168.68,1,34.8
15,0,14,1,169,69,37,5,1,1,55,241.905,0,150.96666666666667
8,0,34,0,92,19,22,2,1,1,25,337.725,1,91.88333333333334
6,0,37,0,13,8,2,3,1,2,30,66.24,1,14.05
0,0,32,0,87,0,6,2,1,1,25,252.9,0,92.21666666666667
13,0,40,4,43,511,25,4,1,1,45,1378.575,0,66.66666666666667
8,0,39,2,107,29,28,5,1,1,55,150.78,0,117.41666666666667
5,0,34,2,32,21,29,3,1,1,30,222.88,0,57.333333333333336
0,0,9,0,30,194,23,3,1,1,30,928.8,0,63.166666666666664
0,0,36,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,35,0,124,379,41,2,1,1,25,2046.24,0,124.13333333333334
0,0,34,0,5,1,4,2,1,2,25,20.25,0,5.75
0,0,33,0,41,33,18,3,1,2,30,197.84,0,26.75
19,0,35,0,43,19,19,2,1,2,25,120.285,1,12.166666666666666
10,0,32,2,47,47,74,5,1,1,55,100.5,0,32.55
0,1,38,0,3,12,6,4,1,2,45,40.15,1,6.716666666666667
4,0,36,0,50,173,23,2,1,1,25,894.825,0,42.25
10,0,39,1,50,293,18,3,1,1,30,1296.8,0,51.166666666666664
28,0,35,0,53,23,19,3,1,2,30,144.52,1,21.0
4,0,25,0,33,0,64,4,1,1,45,37.15,0,24.216666666666665
13,0,43,2,85,123,43,2,1,1,25,871.335,0,116.3
0,0,31,0,0,0,0,3,1,2,30,0.0,1,0.0
12,0,33,2,77,30,31,4,1,1,45,171.675,0,63.166666666666664
10,0,36,2,63,196,38,2,1,1,25,1036.935,0,56.333333333333336
6,0,25,2,71,29,38,3,1,1,30,271.84,0,63.75
0,0,8,0,29,190,10,3,1,1,30,908.36,0,61.333333333333336
6,1,31,0,84,8,17,2,1,1,25,279.765,1,88.88333333333334
11,0,28,6,77,0,34,4,2,1,45,248.675,0,164.5
6,0,35,0,47,143,19,2,1,1,25,765.54,0,44.416666666666664
3,0,35,0,87,3,26,2,1,1,25,202.95,0,68.71666666666667
1,0,31,1,104,232,27,2,2,1,25,1343.205,0,109.08333333333333
0,0,36,0,81,0,25,2,1,1,25,162.405,0,58.8
5,0,42,0,17,46,10,3,1,2,30,214.2,0,12.3
0,0,23,0,56,10,24,3,1,1,30,166.64,0,51.833333333333336
26,0,37,8,93,7,40,4,1,1,45,285.45,0,177.08333333333334
7,0,31,0,2,0,1,2,1,2,25,2.34,1,0.8333333333333334
7,1,36,0,41,32,31,3,1,1,30,210.56,1,33.71666666666667
0,0,30,0,30,20,13,3,1,2,30,128.4,0,19.666666666666668
1,0,32,0,36,27,15,3,1,2,30,168.84,0,24.75
13,0,36,4,123,287,38,3,2,1,30,1451.32,0,124.33333333333333
8,0,30,2,19,33,7,4,1,1,45,112.725,0,19.833333333333332
0,0,25,0,39,55,70,4,1,1,45,172.925,0,22.966666666666665
9,1,34,0,35,0,12,2,1,2,25,130.95,1,47.916666666666664
0,1,34,0,1,2,2,4,1,2,45,13.1,1,5.383333333333334
1,0,39,0,29,487,11,3,1,1,30,2067.96,0,49.5
8,0,10,1,19,7,5,3,1,1,30,95.88,1,27.966666666666665
0,0,18,0,25,19,11,2,1,1,25,154.35,0,25.083333333333332
0,0,14,0,17,16,10,2,1,1,25,132.615,0,22.166666666666668
4,0,16,1,35,10,4,3,1,1,30,131.52,0,37.55
16,0,34,2,121,143,44,3,1,1,30,953.64,0,157.0
17,0,34,1,102,23,22,2,1,1,25,380.025,0,100.71666666666667
3,0,36,0,171,125,30,2,1,1,25,1235.07,0,246.25
9,0,38,0,54,8,17,3,1,2,30,123.68,0,37.3
5,0,45,0,15,22,10,3,1,2,30,111.72,0,9.633333333333333
2,0,41,0,8,8,3,3,1,2,30,37.64,1,2.216666666666667
6,0,39,2,91,184,25,3,1,1,30,1004.24,0,110.25
11,0,11,0,169,63,36,4,1,1,45,383.05,0,147.55
7,0,38,0,62,363,27,2,1,1,25,1741.05,0,38.8
2,0,38,1,81,168,28,3,1,1,30,919.04,0,101.58333333333333
11,0,11,4,56,243,27,3,2,1,30,1186.04,0,88.25
8,0,20,0,26,11,12,2,1,1,25,105.795,0,20.416666666666668
24,0,33,8,93,0,43,4,1,1,45,270.825,0,179.0
3,0,32,0,91,0,18,4,1,1,45,169.025,0,111.16666666666667
21,0,33,0,46,7,14,2,1,2,25,67.995,1,12.75
27,0,41,3,233,65,37,3,1,1,30,882.12,0,255.33333333333334
0,0,35,0,138,0,30,3,1,1,30,427.92,0,176.0
12,1,37,0,60,66,37,4,1,2,45,230.75,1,42.833333333333336
0,0,36,0,18,3,16,3,1,1,30,117.32,0,43.583333333333336
15,0,37,2,124,146,43,3,1,1,30,963.36,0,156.0
3,0,36,0,26,9,9,3,1,1,30,111.36,0,30.966666666666665
16,0,20,5,54,43,23,3,2,1,30,302.88,0,53.63333333333333
0,0,28,0,12,0,8,3,1,1,30,103.68,0,43.0
1,0,35,0,83,0,6,2,1,1,25,251.145,0,91.63333333333334
13,0,40,1,77,12,19,3,1,1,30,238.08,0,77.91666666666667
5,0,32,1,78,7,24,2,1,1,25,204.345,0,62.71666666666667
5,0,25,0,6,17,2,4,1,2,45,50.275,0,5.083333333333333
8,0,33,1,71,100,33,2,1,1,25,757.53,0,112.71666666666667
1,0,19,0,21,10,16,2,1,1,25,103.995,0,21.5
16,0,30,0,37,49,13,3,1,2,30,242.28,0,18.666666666666668
3,0,8,1,45,216,8,3,1,1,30,1057.6,0,79.91666666666667
11,0,28,0,31,42,11,3,1,2,30,201.84,0,13.583333333333334
19,0,14,1,141,84,43,1,2,1,15,838.09,0,111.61666666666666
3,0,33,1,4,3,3,5,1,1,55,14.205,0,10.716666666666667
11,0,35,0,71,4,18,2,1,1,25,231.57,0,77.91666666666667
15,0,36,6,132,299,50,3,2,1,30,1516.08,0,131.16666666666666
3,0,13,1,33,0,13,3,1,1,30,98.64,0,40.55
7,0,40,1,55,185,27,2,1,1,25,963.675,0,47.666666666666664
0,0,31,0,119,367,37,2,1,1,25,1977.39,0,118.71666666666667
11,0,42,2,38,22,22,4,1,1,45,141.075,0,56.75
5,0,39,0,82,172,13,3,1,1,30,939.48,0,103.41666666666667
4,0,41,1,129,394,47,3,1,1,30,1884.68,0,126.46666666666667
15,0,30,3,53,208,13,3,2,1,30,927.32,0,38.833333333333336
3,0,31,0,174,133,24,2,1,1,25,1285.83,0,251.66666666666666
5,0,8,2,38,211,7,3,1,1,30,1026.12,0,75.25
10,0,42,2,23,25,12,3,1,1,30,143.92,0,17.916666666666668
10,0,23,0,23,0,3,2,1,2,25,28.935,0,10.333333333333334
9,0,39,0,39,260,16,3,1,1,30,1143.56,0,42.5
3,0,32,2,111,273,34,2,2,1,25,1541.745,0,114.16666666666667
7,0,38,0,49,161,10,2,1,1,25,838.53,0,41.416666666666664
0,0,26,0,29,9,53,4,1,1,45,47.425,0,16.133333333333333
0,0,32,0,86,0,22,4,1,1,45,154.025,0,101.25
0,0,36,0,46,42,23,3,1,2,30,231.44,0,25.666666666666668
30,0,44,4,235,69,38,3,1,1,30,901.4,0,256.6666666666667
4,0,31,0,172,135,24,2,1,1,25,1300.365,0,253.75
0,0,36,0,14,25,13,2,1,2,25,143.955,0,11.416666666666666
9,1,36,0,88,5,9,2,1,1,25,261.27,1,86.96666666666667
0,0,35,0,147,0,42,3,1,1,30,444.68,0,182.83333333333334
12,0,40,3,166,50,53,4,1,1,45,426.275,0,198.08333333333334
11,0,36,2,73,104,34,2,1,1,25,779.22,0,114.05
13,0,41,1,90,43,33,3,1,1,30,333.8,0,65.91666666666667
5,1,38,0,13,16,6,4,1,2,45,63.65,1,15.55
8,0,40,0,165,7,31,3,1,1,30,573.72,0,224.63333333333333
7,0,35,0,55,361,25,2,1,1,25,1732.185,0,38.96666666666667
0,1,10,0,21,4,10,2,1,1,25,80.28,1,22.716666666666665
15,0,41,2,104,34,25,3,1,1,30,372.88,0,96.96666666666667
9,0,33,2,46,208,17,3,2,1,30,896.84,0,26.25
0,0,12,1,40,216,9,3,1,1,30,1029.0,0,68.08333333333333
0,0,35,0,11,0,9,2,1,2,25,37.17,0,13.583333333333334
0,0,15,0,9,0,12,2,1,1,25,31.005,0,11.333333333333334
0,0,6,1,32,204,5,3,1,1,30,985.68,0,70.16666666666667
0,0,28,0,6,24,5,4,1,2,45,75.15,0,10.0
9,1,36,0,47,41,20,3,1,2,30,290.08,1,51.75
4,1,32,0,29,0,10,2,1,2,25,116.955,1,42.833333333333336
4,0,32,1,102,15,20,4,1,1,45,219.8,0,119.83333333333333
22,1,40,9,95,11,46,5,1,1,55,175.65,0,175.25
7,0,38,0,169,0,44,3,1,1,30,557.68,0,229.55
7,0,39,1,175,32,48,3,1,1,30,690.52,0,231.46666666666667
0,0,37,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,21,0,4,13,2,4,1,2,45,53.225,0,13.75
1,0,36,0,50,0,18,1,1,1,15,183.865,0,54.88333333333333
6,0,40,0,57,183,27,2,1,1,25,949.14,0,45.583333333333336
0,0,19,0,4,6,2,4,1,2,45,28.1,0,8.666666666666666
18,0,46,2,87,27,25,3,1,1,30,308.88,0,82.25
0,0,34,0,2,11,5,4,1,2,45,40.375,1,8.55
0,1,34,0,0,0,0,3,1,2,30,0.0,1,0.0
10,0,36,2,86,46,41,3,1,1,30,350.24,0,67.83333333333333
0,0,35,0,0,0,0,5,1,1,55,0.0,0,0.0
6,0,40,1,61,7,35,2,1,1,25,144.63,0,40.88333333333333
12,0,40,3,74,30,50,2,1,1,25,286.74,0,54.96666666666667
3,0,36,0,90,9,13,2,1,1,25,305.685,0,96.71666666666667
16,0,42,2,80,17,21,3,1,1,30,260.6,0,78.91666666666667
11,0,29,2,43,209,16,3,2,1,30,910.12,0,30.166666666666668
9,0,33,0,53,174,24,2,1,1,25,924.21,0,51.416666666666664
4,0,24,0,21,0,13,2,1,1,25,24.12,0,8.583333333333334
11,0,38,3,98,30,45,3,1,1,30,308.84,0,77.05
3,0,39,1,28,8,15,3,1,1,30,146.72,0,47.333333333333336
5,0,33,1,20,7,11,3,1,1,30,147.4,0,49.416666666666664
9,0,40,1,100,5,11,3,1,1,30,265.32,0,100.55
21,1,30,0,39,5,12,2,1,2,25,59.13,1,12.916666666666666
13,0,19,5,57,70,25,4,1,1,45,258.25,0,54.55
0,0,33,0,44,0,26,1,1,1,15,107.36,0,31.8
11,0,37,0,53,150,21,2,1,1,25,811.035,0,49.5
10,0,29,0,36,27,17,2,1,1,25,176.22,0,19.666666666666668
5,0,24,0,32,44,15,2,1,1,25,246.015,0,17.25
0,0,6,0,2,0,5,2,1,1,25,21.33,1,7.866666666666666
2,0,33,0,51,347,20,2,1,1,25,1657.755,0,34.8
3,0,39,0,48,46,24,3,1,2,30,250.72,0,27.0
12,0,44,2,93,17,31,3,1,1,30,262.72,0,79.58333333333333
7,0,28,0,32,20,12,2,1,1,25,132.84,0,15.333333333333334
15,0,37,2,122,153,46,3,1,1,30,989.08,0,155.08333333333334
11,0,31,1,53,48,75,5,1,1,55,103.59,0,34.21666666666667
20,0,45,2,76,381,32,3,1,1,30,1647.76,0,50.3
15,0,40,1,78,21,22,3,1,1,30,281.72,0,81.08333333333333
24,1,38,9,96,6,44,5,2,1,55,167.865,0,174.91666666666666
0,0,34,0,1,2,2,4,1,2,45,13.1,1,5.383333333333334
8,0,15,0,161,52,25,4,1,1,45,342.35,0,138.88333333333333
36,0,34,5,255,15,82,2,2,1,25,848.025,0,284.8333333333333
6,0,39,0,164,0,46,3,1,1,30,541.28,0,222.8
3,0,28,0,82,4,16,2,1,1,25,258.075,1,87.55
10,0,16,3,31,15,10,3,1,1,30,132.92,1,29.866666666666667
5,0,43,0,10,15,6,2,1,2,25,79.65,1,4.333333333333333
11,0,18,4,48,36,21,3,1,1,30,262.44,0,48.55
0,0,35,0,14,0,6,3,1,1,30,38.88,0,15.966666666666667
6,0,38,0,11,8,2,2,1,2,25,68.445,1,11.833333333333334
7,1,31,0,38,26,30,3,1,2,30,196.24,1,37.8
18,0,38,2,121,119,41,3,1,1,30,853.04,0,155.08333333333334
6,0,32,2,95,10,19,5,1,1,55,120.075,0,115.16666666666667
0,0,35,0,46,0,27,1,1,1,15,111.045,0,32.88333333333333
4,0,13,2,21,10,11,3,1,1,30,103.56,1,26.133333333333333
0,1,36,0,7,9,4,4,1,2,45,38.375,1,10.466666666666667
5,0,40,1,94,197,31,3,1,1,30,1058.96,0,111.33333333333333
8,0,37,3,124,282,38,2,2,1,25,1596.105,0,119.08333333333333
13,1,35,0,51,30,31,3,1,2,30,265.64,1,59.833333333333336
0,0,34,2,8,18,15,5,1,1,55,36.615,0,10.55
10,0,40,2,121,145,42,3,1,1,30,937.24,0,146.83333333333334
19,0,40,3,82,29,52,1,1,1,15,444.675,0,85.05
0,0,34,0,0,0,0,4,1,1,45,0.0,0,0.0
13,0,43,2,65,190,26,3,1,1,30,886.0,0,51.416666666666664
0,0,24,0,4,14,1,4,1,2,45,48.1,0,8.666666666666666
9,0,18,0,171,74,39,5,1,1,55,242.97,0,143.78333333333333
15,1,41,0,49,26,22,3,1,2,30,240.96,1,56.25
7,0,35,0,38,7,16,3,1,1,30,139.32,1,45.75
2,0,35,0,71,0,19,3,1,1,30,166.64,0,68.25
25,0,37,2,219,22,28,3,1,1,30,697.76,0,250.41666666666666
7,0,35,0,87,1,24,2,1,1,25,238.275,1,85.13333333333334
10,0,42,0,56,53,23,4,1,2,45,183.15,0,32.833333333333336
0,0,31,0,76,171,20,3,1,1,30,936.64,0,104.0
17,0,16,1,146,86,40,1,2,1,15,854.865,0,113.28333333333333
5,0,40,0,54,7,20,2,1,1,25,128.34,0,34.96666666666667
9,0,16,3,52,230,13,3,1,1,30,1109.88,0,78.25
24,0,27,2,236,0,76,2,1,1,25,730.395,0,266.5833333333333
0,0,31,0,35,26,16,3,1,2,30,157.4,0,21.666666666666668
12,0,40,1,57,13,19,3,1,1,30,146.2,0,38.3
0,0,17,0,26,53,16,2,1,1,25,307.395,0,25.083333333333332
9,0,28,1,36,168,9,2,2,1,25,825.345,0,25.083333333333332
0,0,33,0,155,0,37,3,1,1,30,537.72,0,221.46666666666667
0,0,32,0,15,0,9,3,1,1,30,94.4,0,39.083333333333336
0,0,33,0,8,0,4,3,1,1,30,26.44,0,10.883333333333333
10,0,39,1,134,400,48,3,1,1,30,1925.48,0,133.38333333333333
20,0,29,2,232,0,78,2,1,1,25,720.09,0,262.8333333333333
18,0,38,0,60,62,48,4,1,2,45,235.825,1,52.88333333333333
15,0,36,1,99,35,27,2,1,1,25,432.315,1,100.13333333333334
4,0,42,1,31,491,12,3,1,1,30,2087.24,0,50.833333333333336
5,0,41,0,71,6,16,3,1,1,30,189.44,0,67.75
0,0,34,0,37,147,6,2,1,1,25,747.54,0,31.25
8,0,39,0,61,186,28,2,1,1,25,972.945,0,49.333333333333336
4,0,26,0,20,42,18,4,1,2,45,141.125,0,23.75
6,0,34,0,91,10,19,2,1,1,25,288.63,1,88.71666666666667
4,0,39,0,15,28,19,3,1,2,30,149.32,0,15.3
6,0,39,0,44,35,30,3,1,2,30,220.28,1,32.71666666666667
0,0,27,0,16,53,7,4,1,2,45,156.4,0,15.666666666666666
8,1,36,0,36,0,18,3,1,2,30,104.84,1,43.083333333333336
0,0,26,1,36,218,13,2,2,1,25,1033.245,0,18.75
4,0,35,0,42,0,11,3,1,2,30,74.4,0,30.3
0,0,34,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,38,0,4,0,1,2,1,2,25,5.13,0,1.8333333333333333
0,0,38,0,9,0,13,2,1,2,25,21.555,0,7.833333333333333
6,0,6,1,19,0,8,3,1,1,30,72.44,1,29.866666666666667
4,0,9,1,41,224,13,3,1,1,30,1080.84,0,76.33333333333333
10,0,40,3,109,29,25,5,1,1,55,151.485,0,118.16666666666667
13,0,40,3,55,313,35,4,1,1,45,865.5,0,54.416666666666664
0,0,36,0,4,7,4,4,1,1,45,27.175,1,6.383333333333334
7,0,41,2,18,22,9,5,1,1,55,45.615,0,13.716666666666667
7,0,31,1,71,23,29,3,1,1,30,234.24,0,58.083333333333336
8,0,40,2,139,423,49,3,1,1,30,2014.68,0,132.13333333333333
5,0,34,0,48,320,18,2,1,1,25,1533.645,0,33.88333333333333
14,0,38,0,94,12,11,2,1,1,25,306.765,1,92.05
11,0,40,1,74,10,19,3,1,1,30,220.16,0,73.83333333333333
19,0,17,1,178,89,45,5,1,1,55,277.575,0,157.11666666666667
5,0,36,0,12,7,8,2,1,2,25,77.04,0,16.666666666666668
5,0,37,0,12,9,5,3,1,2,30,69.88,0,13.916666666666666
18,0,43,2,96,50,35,3,1,1,30,374.24,0,71.0
5,0,38,2,103,22,23,5,1,1,55,136.32,0,113.08333333333333
7,0,37,0,82,7,26,2,1,1,25,211.05,0,65.13333333333334
9,0,36,0,176,118,26,2,1,1,25,1230.57,0,256.1666666666667
7,0,38,0,9,16,7,3,1,2,30,89.48,1,10.466666666666667
6,0,37,1,72,106,37,2,1,1,25,771.525,0,107.88333333333334
14,0,35,1,64,356,22,3,1,1,30,1533.68,0,44.63333333333333
16,0,29,0,222,0,63,2,1,1,25,692.64,0,252.83333333333334
7,0,37,0,163,0,40,3,1,1,30,552.84,0,227.63333333333333
6,0,24,0,13,0,1,2,1,2,25,13.185,0,4.666666666666667
7,0,38,0,53,0,14,3,1,2,30,84.04,0,34.13333333333333
3,0,35,2,118,275,36,2,2,1,25,1550.61,0,114.0
9,0,36,0,55,46,20,3,1,2,30,281.2,0,39.583333333333336
17,0,44,2,72,374,27,3,1,1,30,1609.2,0,45.96666666666667
9,0,40,0,67,7,4,3,1,1,30,193.68,0,67.91666666666667
15,0,42,3,92,14,29,4,1,1,45,159.3,0,81.33333333333333
19,0,41,2,88,37,19,3,1,1,30,366.92,0,89.75
0,0,34,0,110,352,41,2,1,1,25,1881.135,0,108.21666666666667
0,0,23,0,54,0,18,3,1,1,30,111.36,0,45.5
0,0,42,0,5,8,3,3,1,2,30,32.72,0,0.21666666666666667
19,0,33,8,85,0,37,5,1,1,55,155.1,0,170.91666666666666
12,0,14,3,49,28,17,3,1,1,30,237.08,0,51.3
0,0,29,0,8,0,7,3,1,1,30,94.52,0,39.25
2,0,35,0,148,4,45,3,1,1,30,468.32,0,186.0
5,0,20,1,22,14,2,2,1,1,25,126.99,0,23.333333333333332
16,1,38,0,51,50,36,4,1,2,45,195.35,1,46.05
7,0,40,1,78,35,30,3,1,1,30,285.12,0,59.166666666666664
1,0,32,0,121,376,42,2,1,1,25,2035.305,0,125.13333333333334
6,0,9,3,50,236,25,3,1,1,30,1145.6,0,83.16666666666667
26,0,38,9,99,8,44,5,2,1,55,174.585,0,179.0
7,0,40,1,91,7,17,3,1,1,30,256.56,0,93.71666666666667
7,0,36,0,63,0,33,1,1,1,15,231.055,0,68.96666666666667
0,0,35,0,42,150,23,2,1,1,25,770.04,0,34.5
13,0,29,4,52,221,28,3,2,1,30,974.88,0,37.0
4,0,34,3,115,262,30,2,2,1,25,1489.05,0,112.91666666666667
0,0,33,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,33,0,22,25,16,3,1,1,30,206.88,0,44.166666666666664
11,0,24,0,37,20,11,2,1,1,25,165.015,0,27.166666666666668
0,0,12,0,16,13,8,2,1,1,25,123.795,0,23.916666666666668
0,0,34,0,18,0,1,3,1,1,30,47.64,0,19.55
1,0,40,0,4,10,6,3,1,2,30,48.68,1,3.55
15,0,44,1,76,16,41,1,1,1,15,337.37,0,74.3
10,0,34,0,26,43,11,4,1,2,45,142.9,0,23.166666666666668
0,0,36,1,97,15,21,5,1,1,55,121.155,0,108.0
0,0,33,0,0,0,0,4,1,2,45,0.0,1,0.0
14,0,40,1,176,16,49,3,1,1,30,641.76,0,237.8
0,0,36,0,127,409,45,3,1,1,30,1933.8,0,121.96666666666667
5,0,32,1,26,7,12,3,1,1,30,151.64,0,51.083333333333336
14,0,46,2,55,307,26,4,1,1,45,842.0,0,48.75
0,0,30,0,42,0,25,1,1,1,15,102.85,0,30.466666666666665
5,1,32,0,89,14,20,2,1,1,25,312.39,1,90.88333333333334
11,0,36,0,65,360,22,2,1,1,25,1751.535,0,47.63333333333333
27,0,20,3,158,100,44,2,2,1,25,790.425,0,123.45
16,0,34,7,87,0,40,4,1,1,45,255.425,0,168.83333333333334
18,0,37,1,98,7,22,2,1,1,25,306.27,1,100.13333333333334
8,0,41,2,23,12,15,2,1,1,25,110.835,0,20.666666666666668
0,0,33,0,77,174,22,3,1,1,30,944.48,0,102.25
10,0,38,1,66,391,28,3,1,1,30,1669.36,0,42.8
15,1,44,0,62,25,23,3,1,2,30,207.4,0,43.71666666666667
7,0,42,0,28,18,18,2,1,2,25,143.46,0,22.666666666666668
7,0,33,0,48,35,18,3,1,2,30,217.52,0,31.5
10,0,36,0,54,327,20,2,1,1,25,1579.14,0,38.96666666666667
0,0,34,0,20,2,7,3,1,1,30,70.92,0,25.883333333333333
0,0,21,0,25,12,61,4,1,1,45,57.7,0,18.05
8,0,36,1,31,480,6,3,1,1,30,2054.04,0,55.333333333333336
9,0,33,0,58,349,20,2,1,1,25,1679.895,0,39.55
5,0,38,1,82,0,22,3,1,1,30,176.28,0,72.08333333333333
3,0,39,1,64,34,37,2,1,1,25,268.74,0,41.8
13,0,39,1,65,357,23,3,1,1,30,1533.32,0,42.8
22,0,38,7,89,7,29,5,1,1,55,163.935,0,169.0
11,0,38,3,93,23,40,3,1,1,30,300.32,0,85.25
10,0,43,1,72,20,40,2,1,1,25,222.75,0,47.96666666666667
0,0,32,0,4,0,2,2,1,2,25,20.43,0,7.5
5,0,35,0,6,7,2,2,1,2,25,45.495,0,5.083333333333333
0,0,42,0,0,8,0,2,1,2,25,36.0,1,0.0
10,0,13,3,49,227,14,3,1,1,30,1100.16,0,79.25
7,0,24,1,36,192,12,2,2,1,25,938.52,0,27.0
16,0,44,2,194,165,33,3,1,1,30,1299.36,0,263.1666666666667
13,0,17,3,35,22,15,3,1,1,30,171.52,1,34.21666666666667
7,0,26,2,34,189,8,3,2,1,30,814.96,0,24.0
5,0,35,1,75,0,20,3,1,1,30,176.4,0,72.25
5,0,41,0,11,14,6,3,1,2,30,81.36,0,10.383333333333333
0,0,6,0,28,176,4,2,1,1,25,971.91,0,66.16666666666667
2,0,7,0,155,51,32,4,1,1,45,340.575,0,139.46666666666667
4,0,41,1,83,3,24,3,1,1,30,183.72,0,70.16666666666667
0,0,39,1,82,189,28,3,1,1,30,1010.28,0,104.58333333333333
8,0,40,0,79,7,12,3,1,1,30,199.96,0,70.33333333333333
5,0,40,0,12,39,6,3,1,2,30,173.28,1,7.0
19,0,33,0,37,0,2,2,1,2,25,17.64,1,5.916666666666667
10,0,42,0,70,9,39,1,1,1,15,281.765,0,69.21666666666667
12,1,40,0,59,6,16,3,1,2,30,120.48,0,39.21666666666667
16,0,40,4,99,30,42,3,1,1,30,340.76,0,90.33333333333333
1,0,37,1,83,184,26,3,1,1,30,989.52,0,104.25
10,0,44,2,139,399,46,3,1,1,30,1914.08,0,130.21666666666667
10,0,40,1,65,18,38,2,1,1,25,213.885,0,48.13333333333333
26,1,35,1,50,21,19,3,1,1,30,126.6,1,16.916666666666668
0,0,37,0,0,0,0,2,1,2,25,0.0,0,0.0
1,0,40,2,6,14,6,5,1,1,55,27.36,0,6.966666666666667
12,0,36,1,180,146,27,2,1,1,25,1367.55,0,260.1666666666667
17,0,18,6,61,59,36,3,2,1,30,388.76,0,62.63333333333333
0,0,37,1,0,0,0,5,1,1,55,0.0,0,0.0
8,0,39,2,92,193,28,3,1,1,30,1047.88,0,113.41666666666667
6,1,38,0,41,10,15,3,1,2,30,149.04,1,44.75
7,0,20,1,32,35,16,3,1,1,30,221.28,0,33.333333333333336
9,0,16,0,173,77,43,4,1,1,45,417.025,0,146.8
8,0,27,3,46,214,26,2,2,1,25,1051.245,0,31.916666666666668
4,1,33,0,35,2,14,2,1,2,25,131.4,1,44.75
15,0,38,0,60,334,22,2,1,1,25,1624.635,0,44.05
2,0,35,1,131,398,56,2,1,1,25,2148.03,0,130.05
0,0,4,0,5,0,4,2,1,1,25,45.36,1,16.716666666666665
0,0,35,0,79,170,21,3,1,1,30,923.36,0,100.08333333333333
14,0,46,3,43,505,16,4,1,1,45,1355.075,0,61.0
13,0,17,0,167,59,27,5,1,1,55,220.575,0,143.96666666666667
5,0,41,0,66,13,38,1,1,1,15,216.645,0,42.88333333333333
8,0,33,0,60,0,34,1,1,1,15,234.19,0,69.96666666666667
14,0,43,3,83,125,43,2,1,1,25,885.87,0,118.38333333333334
35,0,39,5,254,22,88,2,2,1,25,859.23,0,277.3333333333333
0,0,30,0,50,0,27,1,1,1,15,202.565,0,60.55
6,0,40,0,16,15,4,3,1,2,30,101.76,0,17.133333333333333
4,0,36,0,75,16,23,2,1,1,25,222.975,0,54.666666666666664
